customer_id,signup_date,country,age,gender,subscription_tier,monthly_fee,account_age_days,is_premium,age_group,country_region,total_sessions,avg_sessions_per_day,total_usage_minutes,avg_session_duration,avg_features_per_session,total_errors,days_active,days_since_last_activity,usage_consistency_std,total_tickets,avg_resolution_hours,unresolved_tickets,technical_tickets_pct,high_priority_tickets,avg_satisfaction,days_since_last_ticket,churned
2626,2023-01-12,USA,35.0,M,Basic,12.24,719,0,26-35,North America,165,4.583333333333333,1007.37,27.9825,7.861111111111111,17,36,3,2.6978827677590864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2627,2023-03-24,USA,29.0,M,Basic,12.82,648,0,26-35,North America,95,4.75,581.97,29.0985,6.9,10,20,4,2.425196682202996,3.0,24.246805555555554,1.0,0.0,1.0,4.5,27.0,0
2628,2024-06-29,USA,45.0,M,Basic,13.57,185,0,36-50,North America,224,4.977777777777778,1112.1399999999999,24.71422222222222,6.7555555555555555,24,45,1,2.499898987858299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2629,2023-02-14,Australia,45.0,M,Enterprise,182.23,686,1,36-50,Oceania,181,5.484848484848484,876.67,26.565757575757573,8.424242424242424,24,33,0,2.7055638520603718,2.0,26.246944444444445,1.0,100.0,0.0,0.0,173.0,0
2630,2024-02-01,UK,50.0,F,Basic,13.79,334,0,36-50,Europe,217,4.822222222222222,1429.46,31.765777777777778,7.466666666666667,23,45,1,2.4798175234268647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2631,2023-03-27,Italy,36.0,M,Basic,10.13,645,0,36-50,Europe,208,4.425531914893617,1517.78,32.2931914893617,7.851063829787234,16,47,0,2.1943076639248416,5.0,13.66423611111111,1.0,60.0,1.0,3.0,54.0,0
2632,2023-01-31,Canada,45.0,F,Basic,13.34,700,0,36-50,North America,187,4.921052631578948,1158.62,30.49,8.0,17,38,0,2.4973670345512207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2633,2022-12-14,USA,69.0,M,Basic,12.48,748,0,51+,North America,39,3.0,411.77,31.674615384615382,7.6923076923076925,5,13,14,2.1984843263788196,3.0,23.377407407407407,0.0,33.33333333333333,0.0,4.0,33.0,0
2634,2022-07-11,Spain,66.0,Other,Basic,12.86,904,0,51+,Europe,261,4.660714285714286,1950.01,34.82160714285714,7.178571428571429,30,56,1,2.6165680903482276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2635,2023-05-24,Mexico,54.0,F,Basic,11.85,587,0,51+,North America,70,5.833333333333333,443.75,36.979166666666664,6.0,6,12,11,2.757908737804898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2636,2023-12-10,Mexico,43.0,F,Enterprise,171.39,387,1,36-50,North America,37,6.166666666666667,256.40000000000003,42.73333333333334,6.5,5,6,1,2.9268868558020253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2637,2023-05-25,Italy,52.0,F,Basic,13.36,586,0,51+,Europe,278,5.346153846153846,1351.63,25.992884615384618,7.1923076923076925,29,52,2,2.3337642351529504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2638,2023-01-12,USA,51.0,Unknown,Basic,12.89,719,0,51+,North America,123,5.125,746.36,31.098333333333333,6.583333333333333,16,24,1,2.675370758540239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2639,2024-03-27,Mexico,52.0,F,Basic,14.3,279,0,51+,North America,35,7.0,179.3,35.86,8.8,1,5,7,1.8708286933869707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2640,2023-06-16,France,57.0,M,Premium,31.01,564,1,51+,Europe,79,4.157894736842105,587.72,30.93263157894737,7.052631578947368,11,19,0,2.3157230187168767,2.0,20.113611111111112,1.0,50.0,1.0,1.0,73.0,0
2641,2022-10-01,USA,33.0,M,Basic,11.5,822,0,26-35,North America,113,4.185185185185185,741.74,27.471851851851852,6.851851851851852,17,27,0,2.4967214970072718,2.0,16.691944444444445,0.0,50.0,0.0,0.0,130.0,1
2642,2024-03-31,UK,55.0,F,Basic,12.47,275,0,51+,Europe,310,5.0,1820.18,29.357741935483872,7.580645161290323,24,62,0,2.6051651091440715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2643,2022-03-26,Italy,30.0,M,Premium,39.58,1011,1,26-35,Europe,109,6.411764705882353,498.85,29.344117647058823,6.588235294117647,12,17,1,2.5509513796182928,1.0,14.751111111111111,0.0,100.0,0.0,0.0,218.0,0
2644,2024-01-15,Spain,40.0,F,Basic,10.35,351,0,36-50,Europe,184,4.972972972972973,881.76,23.83135135135135,7.486486486486487,13,37,3,2.4550004128364273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2645,2023-03-11,USA,43.5,F,Enterprise,133.7,661,1,36-50,North America,423,5.64,1826.41,24.352133333333335,6.8133333333333335,29,75,0,2.5021072200328542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2646,2022-03-22,UK,33.0,M,Basic,14.62,1015,0,26-35,Europe,209,4.18,1319.27,26.3854,7.38,21,50,1,2.6161975835013624,4.0,23.13722222222222,1.0,50.0,0.0,3.0,55.0,1
2647,2023-03-17,Australia,45.0,F,Basic,14.48,655,0,36-50,Oceania,304,4.606060606060606,1963.21,29.74560606060606,7.015151515151516,31,66,0,2.529084893053295,1.0,23.68611111111111,0.0,0.0,0.0,0.0,40.0,1
2648,2023-09-09,UK,65.0,M,Basic,14.32,479,0,51+,Europe,102,4.434782608695652,571.28,24.838260869565215,8.73913043478261,10,23,3,2.8094982883801634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2649,2024-04-22,Brazil,52.0,Unknown,Basic,11.53,253,0,51+,South America,172,5.733333333333333,1073.99,35.79966666666667,6.9,20,30,1,2.4625937172201096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2650,2022-07-04,Italy,62.0,F,Premium,38.46,911,1,51+,Europe,28,4.666666666666667,97.14999999999999,16.191666666666666,8.0,2,6,0,2.422120283277993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2651,2023-07-13,France,63.0,M,Basic,12.52,537,0,51+,Europe,423,5.158536585365853,2337.69,28.50841463414634,7.329268292682927,37,82,0,2.5017007163035365,3.0,13.607222222222223,1.0,100.0,0.0,4.0,93.0,1
2652,2022-10-28,Australia,25.0,F,Basic,13.09,795,0,18-25,Oceania,173,4.805555555555555,963.02,26.750555555555554,7.361111111111111,16,36,3,2.572596736422941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2653,2022-11-25,UK,61.0,F,Enterprise,123.87,767,1,51+,Europe,282,4.947368421052632,1599.9,28.06842105263158,6.842105263157895,24,57,1,2.580289661422164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2654,2022-04-16,USA,39.0,M,Premium,37.06,990,1,36-50,North America,272,4.945454545454545,1830.93,33.28963636363636,7.9818181818181815,31,55,1,2.717693615155797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2655,2022-03-23,UK,38.0,F,Basic,11.63,1014,0,36-50,Europe,163,4.794117647058823,825.82,24.288823529411765,6.882352941176471,20,34,0,2.5911201715311294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2656,2022-12-02,Australia,43.0,F,Basic,11.71,760,0,36-50,Oceania,152,5.066666666666666,736.77,24.559,7.333333333333333,21,30,1,2.50424926231717,5.0,9.484351851851851,2.0,60.0,1.0,5.0,101.0,0
2657,2023-11-08,UK,57.0,M,Basic,13.17,419,0,51+,Europe,125,6.25,705.56,35.278,7.25,7,20,1,1.8883298106221302,3.0,13.637407407407407,0.0,33.33333333333333,1.0,4.5,92.0,0
2658,2022-10-30,Canada,43.5,M,Premium,32.39,793,1,36-50,North America,372,4.96,2302.64,30.701866666666664,7.8,35,75,1,2.6581847087713717,4.0,8.400277777777777,3.0,75.0,1.0,5.0,51.0,0
2659,2022-11-10,Germany,42.0,F,Premium,32.23,782,1,36-50,Europe,267,4.944444444444445,1556.34,28.821111111111108,7.444444444444445,36,54,0,2.7363152931721517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2660,2023-04-02,UK,58.0,F,Basic,11.84,639,0,51+,Europe,217,4.428571428571429,1483.18,30.268979591836736,8.979591836734693,19,49,2,2.8284271247461903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2661,2023-09-10,Mexico,18.0,M,Basic,13.88,478,0,18-25,North America,181,5.027777777777778,1111.55,30.876388888888886,8.333333333333334,21,36,0,2.8833126891636405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2662,2024-01-05,USA,23.0,M,Basic,11.11,361,0,18-25,North America,67,6.090909090909091,389.31,35.39181818181818,7.2727272727272725,5,11,6,2.0714509627092528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2663,2023-03-13,Australia,40.0,F,Basic,13.93,659,0,36-50,Oceania,50,4.166666666666667,280.84,23.403333333333332,6.833333333333333,4,12,0,2.9797294975866313,1.0,14.061111111111112,0.0,100.0,0.0,0.0,34.0,1
2664,2022-06-20,Canada,68.0,F,Premium,36.95,925,1,51+,North America,402,4.962962962962963,2489.92,30.739753086419753,7.469135802469136,40,81,0,2.546784464989354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2665,2023-12-08,Canada,43.5,M,Basic,13.39,389,0,36-50,North America,224,5.209302325581396,1294.1200000000001,30.095813953488374,7.395348837209302,19,43,4,2.7477968623788813,3.0,13.225972222222222,1.0,33.33333333333333,0.0,4.0,47.0,0
2666,2023-03-31,Brazil,60.0,F,Basic,12.36,641,0,51+,South America,312,5.114754098360656,1871.73,30.68409836065574,7.868852459016393,39,61,1,2.633744866508129,5.0,19.299375,1.0,20.0,0.0,4.333333333333333,5.0,0
2667,2022-12-26,UK,60.0,M,Basic,13.72,736,0,51+,Europe,366,5.228571428571429,2284.72,32.63885714285714,7.885714285714286,47,70,0,2.378474901516275,4.0,14.078518518518516,1.0,25.0,1.0,4.0,16.0,1
2668,2023-04-03,Germany,40.0,F,Basic,10.06,638,0,36-50,Europe,171,4.885714285714286,992.37,28.353428571428573,7.142857142857143,21,35,0,2.586974482825433,5.0,16.029777777777777,0.0,40.0,1.0,5.0,4.0,0
2669,2022-02-13,Canada,49.0,M,Basic,11.52,1052,0,36-50,North America,221,4.169811320754717,1570.25,29.62735849056604,7.509433962264151,32,53,1,2.47087534362127,3.0,12.814074074074073,0.0,33.33333333333333,0.0,0.0,195.0,0
2670,2024-01-15,Germany,47.0,M,Premium,36.78,351,1,36-50,Europe,161,4.6,1181.14,33.746857142857145,8.228571428571428,27,35,0,2.341442491537315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2671,2024-06-09,UK,30.0,M,Premium,39.86,205,1,26-35,Europe,63,3.9375,442.39,27.649375,7.375,8,16,8,2.080664957811965,1.0,18.994722222222222,0.0,0.0,0.0,0.0,306.0,0
2672,2022-12-28,Australia,60.0,F,Basic,10.0,734,0,51+,Oceania,231,5.372093023255814,1318.36,30.659534883720927,6.8604651162790695,26,43,2,2.69941136276529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2673,2023-09-22,France,35.0,F,Premium,35.09,466,1,26-35,Europe,235,5.108695652173913,1314.68,28.580000000000002,8.108695652173912,26,46,4,2.5230339837369984,5.0,7.121203703703704,2.0,20.0,1.0,4.0,8.0,1
2674,2023-03-22,UK,40.0,F,Premium,39.23,650,1,36-50,Europe,70,4.666666666666667,320.36,21.357333333333333,7.4,10,15,8,2.581988897471611,4.0,13.825208333333332,0.0,100.0,1.0,3.6666666666666665,53.0,0
2675,2022-10-09,Canada,32.0,F,Basic,14.31,814,0,26-35,North America,106,6.235294117647059,583.23,34.307647058823534,7.411764705882353,4,17,1,1.678146736905994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2676,2023-10-17,USA,50.0,M,Basic,10.11,441,0,36-50,North America,206,5.15,1133.07,28.326749999999997,7.325,17,40,4,2.9225033175388595,5.0,12.754722222222222,3.0,40.0,1.0,3.0,7.0,0
2677,2024-03-21,UK,38.0,F,Basic,12.64,285,0,36-50,Europe,370,5.4411764705882355,1909.81,28.08544117647059,7.147058823529412,34,68,0,2.678729666298887,4.0,25.914930555555557,0.0,75.0,1.0,5.0,75.0,1
2678,2022-02-28,UK,43.5,M,Basic,10.01,1037,0,36-50,Europe,303,4.328571428571428,1884.11,26.915857142857142,8.714285714285714,52,70,0,2.586035119589746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2679,2022-03-18,Brazil,40.0,F,Premium,37.89,1019,1,36-50,South America,214,4.976744186046512,1159.91,26.9746511627907,7.790697674418604,19,43,0,2.2306135403369276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2680,2023-11-19,UK,44.0,M,Basic,11.53,408,0,36-50,Europe,205,5.0,1333.01,32.51243902439025,8.439024390243903,17,41,1,2.7568097504180447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2681,2023-10-15,USA,62.0,M,Enterprise,176.55,443,1,51+,North America,264,5.28,1350.14,27.0028,7.06,26,50,0,2.3477301239056154,3.0,13.92361111111111,1.0,100.0,0.0,4.0,95.0,0
2682,2023-02-20,USA,61.0,F,Premium,39.44,680,1,51+,North America,141,4.40625,852.17,26.6303125,6.75,16,32,0,2.8268228489516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2683,2023-01-08,Mexico,35.0,F,Basic,14.87,723,0,26-35,North America,228,5.428571428571429,1258.4,29.961904761904766,7.738095238095238,24,42,2,2.7062966969359974,3.0,8.415694444444444,1.0,33.33333333333333,1.0,4.0,178.0,0
2684,2023-06-10,Brazil,41.0,F,Premium,38.93,570,1,36-50,South America,155,5.0,738.29,23.815806451612904,7.451612903225806,13,31,1,2.5948667274704746,4.0,39.47361111111111,3.0,50.0,0.0,5.0,114.0,1
2685,2024-03-31,UK,68.0,F,Basic,11.01,275,0,51+,Europe,73,5.214285714285714,449.83,32.130714285714284,8.642857142857142,6,14,2,2.1901377346421156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2686,2024-02-07,UK,64.0,M,Basic,10.96,328,0,51+,Europe,211,5.023809523809524,1317.78,31.375714285714285,6.928571428571429,23,42,3,2.6913419921911585,3.0,7.152916666666667,1.0,33.33333333333333,1.0,0.0,180.0,0
2687,2023-11-27,UK,57.0,F,Premium,36.25,400,1,51+,Europe,284,5.3584905660377355,1800.76,33.976603773584905,7.169811320754717,27,53,1,2.7039454052767002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2688,2022-06-13,Mexico,68.0,M,Basic,12.71,932,0,51+,North America,42,6.0,195.56,27.937142857142856,9.0,6,7,18,2.449489742783178,4.0,13.780462962962963,1.0,50.0,2.0,4.0,101.0,0
2689,2022-02-01,Canada,59.0,Unknown,Basic,10.04,1064,0,51+,North America,130,4.814814814814815,683.79,25.325555555555553,9.407407407407407,14,27,2,2.7601147835250655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2690,2022-05-27,Brazil,24.0,F,Premium,33.91,949,1,18-25,South America,257,5.03921568627451,1378.22,27.02392156862745,7.313725490196078,26,51,0,2.5452762860933227,4.0,23.723680555555557,0.0,25.0,0.0,4.0,14.0,0
2691,2024-05-19,Australia,67.0,M,Premium,39.06,226,1,51+,Oceania,77,5.5,290.37,20.740714285714287,5.285714285714286,8,14,1,2.066211695163583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2692,2023-09-15,USA,65.0,M,Basic,14.48,473,0,51+,North America,34,3.4,322.57,32.257,8.2,5,10,16,1.577621275493231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2693,2023-11-26,Spain,37.0,M,Basic,11.01,401,0,36-50,Europe,198,4.829268292682927,1372.29,33.47048780487805,7.682926829268292,20,41,0,2.1783300831645125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2694,2024-03-11,Italy,44.0,M,Basic,11.9,295,0,36-50,Europe,330,4.714285714285714,2057.03,29.38614285714286,7.742857142857143,31,70,0,2.5545801841367726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2695,2023-03-25,UK,23.0,M,Premium,35.59,647,1,18-25,Europe,288,5.236363636363636,1734.61,31.538363636363634,6.818181818181818,32,55,2,2.5236924473920292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2696,2022-02-05,Mexico,44.0,M,Basic,14.25,1060,0,36-50,North America,108,5.142857142857143,534.25,25.44047619047619,5.904761904761905,12,21,3,2.32992949004287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2697,2022-05-10,USA,26.0,M,Enterprise,153.19,966,1,26-35,North America,381,5.442857142857143,2043.18,29.188285714285715,6.828571428571428,36,70,2,2.313387091337835,5.0,12.696805555555555,1.0,0.0,1.0,3.3333333333333335,61.0,0
2698,2022-03-10,USA,70.0,F,Premium,39.67,1027,1,51+,North America,195,5.131578947368421,1185.38,31.194210526315793,7.842105263157895,25,38,1,2.2199470730430435,3.0,9.88962962962963,0.0,66.66666666666666,1.0,5.0,113.0,0
2699,2022-08-30,USA,62.0,F,Premium,37.98,854,1,51+,North America,336,5.25,2142.84,33.481875,6.515625,33,64,0,2.6962643175032506,3.0,17.60638888888889,1.0,66.66666666666666,1.0,5.0,96.0,0
2700,2024-03-08,Brazil,43.5,M,Enterprise,195.3,298,1,36-50,South America,77,5.133333333333334,411.81,27.454,7.2,3,15,5,2.325838302531758,3.0,28.976666666666667,1.0,100.0,0.0,4.0,81.0,1
2701,2023-10-23,UK,38.0,M,Enterprise,173.14,435,1,36-50,Europe,450,5.232558139534884,2421.95,28.16220930232558,7.27906976744186,36,86,0,2.4718386517144357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2702,2023-01-11,Italy,43.0,Unknown,Basic,14.38,720,0,36-50,Europe,295,5.462962962962963,1657.73,30.698703703703703,7.944444444444445,20,54,3,2.5231977536972314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2703,2023-01-06,France,57.0,F,Basic,14.15,725,0,51+,Europe,425,4.941860465116279,2430.99,28.267325581395347,7.8023255813953485,39,86,0,2.6002472785703907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2704,2023-01-28,Mexico,65.0,F,Premium,32.53,703,1,51+,North America,270,4.909090909090909,1712.17,31.130363636363636,7.381818181818182,36,55,0,2.7370755363311576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2705,2023-08-04,Canada,62.0,F,Enterprise,122.94,515,1,51+,North America,198,6.0,1080.02,32.72787878787879,7.818181818181818,12,33,0,2.622022120425379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2706,2022-02-03,Germany,30.0,F,Premium,38.63,1062,1,26-35,Europe,253,4.685185185185185,1760.63,32.60425925925926,7.796296296296297,22,54,0,2.7801457412189543,2.0,4.573333333333333,1.0,0.0,0.0,5.0,51.0,0
2707,2023-09-12,Australia,66.0,F,Basic,10.41,476,0,51+,Oceania,59,5.9,178.76,17.875999999999998,9.2,7,10,2,2.5144029554194813,1.0,9.65277777777778,0.0,0.0,1.0,1.0,331.0,0
2708,2022-06-07,Italy,40.0,F,Premium,34.08,938,1,36-50,Europe,137,4.724137931034483,790.05,27.24310344827586,7.0,17,29,3,3.0106543157371943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2709,2023-11-27,Germany,37.0,M,Basic,14.09,400,0,36-50,Europe,77,5.5,430.46,30.747142857142855,7.5,4,14,0,2.5645512427953308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2710,2023-04-06,Brazil,54.0,Unknown,Enterprise,181.31,635,1,51+,South America,319,4.6911764705882355,1836.52,27.00764705882353,6.779411764705882,36,68,0,2.638731903385709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2711,2023-01-15,Germany,70.0,F,Basic,10.68,716,0,51+,Europe,409,4.927710843373494,2790.27,33.617710843373494,7.506024096385542,41,83,0,2.428404738486848,2.0,11.286944444444444,0.0,0.0,0.0,3.0,3.0,0
2712,2023-01-16,Spain,45.0,F,Enterprise,148.76,715,1,36-50,Europe,296,5.192982456140351,1476.42,25.902105263157896,7.105263157894737,24,57,1,2.6079452536652847,3.0,15.171666666666667,0.0,33.33333333333333,1.0,2.5,114.0,0
2713,2023-03-31,USA,43.5,F,Basic,12.39,641,0,36-50,North America,158,4.514285714285714,1242.69,35.505428571428574,7.942857142857143,17,35,1,2.6939084723024385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2714,2024-02-21,Italy,45.0,M,Enterprise,132.36,314,1,36-50,Europe,114,4.56,626.08,25.043200000000002,7.44,8,25,5,2.2,4.0,12.236527777777777,0.0,50.0,0.0,4.0,9.0,0
2715,2022-03-20,Brazil,58.0,F,Basic,14.58,1017,0,51+,South America,32,3.5555555555555554,220.5,24.5,7.666666666666667,10,9,28,2.455153310442706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2716,2023-08-11,Italy,19.0,M,Premium,36.52,508,1,18-25,Europe,134,5.36,712.33,28.4932,8.0,18,25,0,2.7670682439482164,5.0,10.72736111111111,1.0,40.0,0.0,5.0,38.0,0
2717,2022-05-21,Spain,42.0,M,Enterprise,198.01,955,1,36-50,Europe,163,4.17948717948718,1175.98,30.153333333333332,7.051282051282051,12,39,3,2.480150620126834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2718,2023-06-27,UK,67.0,M,Premium,30.66,553,1,51+,Europe,291,5.196428571428571,1557.29,27.80875,7.714285714285714,34,56,0,2.4302610623488237,3.0,10.363333333333335,0.0,33.33333333333333,1.0,4.0,269.0,1
2719,2023-01-11,UK,58.0,Other,Premium,33.93,720,1,51+,Europe,188,4.7,1513.31,37.83275,7.6,26,40,1,2.3664319132398464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2720,2023-02-12,UK,43.5,F,Basic,14.17,688,0,36-50,Europe,251,5.229166666666667,1426.06,29.70958333333333,7.458333333333333,22,48,0,2.477469396365791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2721,2022-11-18,UK,28.0,F,Basic,12.1,774,0,26-35,Europe,133,5.32,816.45,32.658,7.76,8,25,0,2.212088003071608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2722,2023-10-28,Germany,55.0,F,Premium,32.61,430,1,51+,Europe,30,5.0,172.53,28.755,8.333333333333334,3,6,2,3.03315017762062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2723,2022-10-13,UK,23.0,M,Basic,14.98,810,0,18-25,Europe,263,5.0576923076923075,1660.57,31.93403846153846,7.365384615384615,27,52,1,2.3632269524866363,1.0,11.496666666666666,0.0,100.0,1.0,2.0,82.0,1
2724,2022-09-13,USA,62.0,F,Premium,38.72,840,1,51+,North America,162,5.0625,782.91,24.4659375,6.90625,23,32,0,2.7349293792852167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2725,2022-04-27,Australia,28.0,Other,Premium,35.45,979,1,26-35,Oceania,173,4.675675675675675,1130.52,30.554594594594594,6.297297297297297,14,37,1,2.887271434475175,3.0,15.539814814814816,0.0,0.0,1.0,5.0,24.0,0
2726,2022-01-27,Spain,31.0,F,Basic,12.8,1069,0,26-35,Europe,195,4.431818181818182,1364.69,31.015681818181818,7.909090909090909,23,44,0,2.4532629176094334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2727,2024-01-24,Brazil,19.0,Unknown,Basic,10.02,342,0,18-25,South America,208,5.333333333333333,1008.62,25.862051282051283,7.0,22,39,0,2.9049262454024665,3.0,11.404027777777777,1.0,66.66666666666666,0.0,5.0,46.0,0
2728,2022-07-10,Italy,57.0,F,Basic,14.89,905,0,51+,Europe,121,4.481481481481482,753.6,27.91111111111111,6.7407407407407405,12,27,0,2.679988093692989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2729,2023-05-27,Canada,20.0,Other,Basic,14.02,584,0,18-25,North America,54,4.909090909090909,410.42,37.31090909090909,6.181818181818182,9,11,15,2.3001976199685736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2730,2023-06-15,Brazil,70.0,F,Enterprise,103.66,565,1,51+,South America,330,5.076923076923077,2270.73,34.93430769230769,6.815384615384615,23,65,0,2.5575115609934955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2731,2023-02-01,Germany,52.0,F,Premium,31.75,699,1,51+,Europe,215,5.119047619047619,1043.08,24.835238095238093,7.476190476190476,24,42,0,2.670547408508554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2732,2023-07-30,UK,50.0,F,Basic,14.1,520,0,36-50,Europe,164,4.96969696969697,840.56,25.47151515151515,7.696969696969697,18,33,3,2.506053277626601,4.0,9.503981481481482,1.0,50.0,2.0,5.0,27.0,1
2733,2022-05-01,UK,41.0,F,Basic,10.42,975,0,36-50,Europe,267,4.377049180327869,1810.03,29.672622950819672,6.967213114754099,26,61,2,2.5636168098101138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2734,2022-09-26,UK,36.0,F,Premium,39.41,827,1,36-50,Europe,225,5.487804878048781,1142.28,27.860487804878048,8.536585365853659,21,41,0,2.665726460268497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2735,2024-03-04,UK,35.0,F,Basic,14.99,302,0,26-35,Europe,193,4.948717948717949,1120.42,28.72871794871795,7.487179487179487,24,39,1,2.4915511755649007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2736,2022-09-24,Australia,66.0,M,Basic,14.42,829,0,51+,Oceania,194,5.388888888888889,927.7,25.769444444444446,7.583333333333333,16,36,6,2.2712838128974897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2737,2023-12-22,France,69.0,F,Basic,13.68,375,0,51+,Europe,428,5.035294117647059,2241.88,26.375058823529415,7.1647058823529415,33,85,0,2.412502449164952,5.0,8.761203703703705,2.0,100.0,2.0,4.0,44.0,0
2738,2023-04-02,Italy,41.0,F,Premium,34.86,639,1,36-50,Europe,61,3.8125,311.22,19.45125,6.5625,8,16,1,2.688710967483613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2739,2022-08-08,France,62.0,F,Basic,10.4,876,0,51+,Europe,217,4.822222222222222,1201.28,26.69511111111111,6.622222222222222,33,45,0,2.5874600470247833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2740,2023-09-19,Italy,52.0,F,Basic,13.64,469,0,51+,Europe,269,4.890909090909091,1573.81,28.614727272727272,7.527272727272727,28,55,0,2.6574335103540903,1.0,0.0,1.0,100.0,0.0,0.0,67.0,0
2741,2022-10-20,Spain,18.0,M,Enterprise,139.68,803,1,18-25,Europe,92,5.411764705882353,530.91,31.229999999999997,7.470588235294118,9,17,3,2.5994909003834716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2742,2023-12-12,Italy,53.0,M,Basic,12.84,385,0,51+,Europe,91,4.7894736842105265,499.7,26.3,7.947368421052632,11,19,5,2.4850429767895825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2743,2023-05-18,France,42.0,F,Premium,32.92,593,1,36-50,Europe,304,5.1525423728813555,1801.89,30.540508474576274,8.135593220338983,34,59,1,2.4411243828375335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2744,2022-07-24,Brazil,62.0,F,Basic,11.2,891,0,51+,South America,35,4.375,301.62,37.7025,7.625,5,8,0,2.1998376563477846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2745,2022-05-06,Italy,66.0,Unknown,Basic,11.61,970,0,51+,Europe,89,4.045454545454546,533.78,24.262727272727272,8.090909090909092,11,22,1,2.4971845618477495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
